Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,73.949997,75.830002,72.589996,75.650002,73.441666,44798900
2020-03-03,75.849998,77.529999,73.349998,73.800003,71.645660,53823900
2020-03-04,74.959999,76.949997,74.260002,76.849998,74.606628,32387800
2020-03-05,74.669998,75.220001,72.769997,73.089996,70.956390,28762200
2020-03-06,70.660004,72.739998,70.449997,72.449997,70.335060,40681300
2020-03-09,66.699997,68.349998,65.080002,65.769997,63.850063,24792500
2020-03-10,68.040001,69.230003,65.349998,69.180000,67.160515,18385600
2020-03-11,67.040001,67.650002,64.400002,65.120003,63.219048,28414900
2020-03-12,59.590000,63.000000,54.099998,58.380001,56.675797,23659800
2020-03-13,61.830002,62.990002,58.590000,62.939999,61.102684,18660300
2020-03-16,56.220001,59.889999,55.570000,55.799999,54.171108,18656400
2020-03-17,56.680000,58.669998,54.610001,58.369999,56.666080,24962200
2020-03-18,54.299999,54.990002,50.360001,54.070000,52.491608,26018900
2020-03-19,53.400002,54.959999,51.290001,54.110001,52.530445,16868000
2020-03-20,54.509998,55.160000,51.180000,51.400002,49.899551,22341700
2020-03-23,50.830002,50.830002,47.709999,48.770000,47.713921,34346400
2020-03-24,51.740002,55.119999,51.610001,54.939999,53.750317,29349700
2020-03-25,55.990002,60.049999,54.639999,57.830002,56.577744,27753000
2020-03-26,58.930000,61.830002,58.410000,61.480000,60.148701,22110200
2020-03-27,59.130001,61.570000,57.970001,58.889999,57.614784,22486700
2020-03-30,58.919998,60.040001,57.980000,59.750000,58.456161,15759000
2020-03-31,59.250000,60.250000,58.759998,59.009998,57.732185,12883900
2020-04-01,56.380001,57.060001,55.540001,56.349998,55.129784,16057100
2020-04-02,55.849998,57.869999,55.630001,57.099998,55.863548,23895100
2020-04-03,56.939999,57.529999,55.720001,56.340000,55.120003,15912400
2020-04-06,58.880001,60.590000,58.810001,60.240002,58.935555,19306700
2020-04-07,62.500000,63.189999,60.060001,60.099998,58.798584,18391000
2020-04-08,60.930000,62.619999,60.430000,62.279999,60.931374,11986700
2020-04-09,63.470001,64.330002,62.650002,63.220001,61.851025,21132300
2020-04-13,62.820000,62.860001,60.799999,61.369999,60.041080,11086600
2020-04-14,62.720001,63.180000,61.919998,62.540001,61.185749,15293600
2020-04-15,61.169998,61.290001,59.790001,60.810001,59.493206,12758400
2020-04-16,60.720001,60.740002,59.369999,60.270000,58.964905,16117600
2020-04-17,62.330002,63.310001,62.110001,63.099998,61.733620,18372500
2020-04-20,61.900002,62.639999,61.220001,61.419998,60.090000,10475100
2020-04-21,60.090000,60.770000,59.730000,59.970001,58.671402,9553300
2020-04-22,61.139999,61.299999,60.230000,60.599998,59.287758,9185000
2020-04-23,61.070000,62.349998,61.060001,61.080002,59.757370,14256500
2020-04-24,61.610001,61.779999,60.580002,61.570000,60.236752,7139000
2020-04-27,62.000000,63.490002,61.880001,63.099998,61.733620,9323200
2020-04-28,64.339996,65.010002,63.610001,64.279999,62.888069,9938600
2020-04-29,65.570000,66.220001,64.919998,65.510002,64.091438,12757000
2020-04-30,64.599998,64.720001,63.740002,64.209999,62.819588,14309800
2020-05-01,63.080002,63.250000,61.860001,62.270000,60.921593,9019200
2020-05-04,61.389999,61.490002,60.599998,61.480000,60.148701,8551700
2020-05-05,62.049999,62.560001,61.650002,61.720001,60.383503,8691200
2020-05-06,62.060001,62.110001,60.790001,60.869999,59.551910,7048100
2020-05-07,61.689999,62.369999,61.340000,61.580002,60.246536,8144500
2020-05-08,62.330002,63.240002,62.310001,63.110001,61.743404,8661500
2020-05-11,62.480000,62.799999,61.889999,62.320000,60.970509,8407700
2020-05-12,62.470001,62.709999,60.560001,60.570000,59.258404,12329000
2020-05-13,60.209999,60.279999,58.500000,59.049999,57.771320,15434500
2020-05-14,58.180000,59.669998,56.970001,59.669998,58.377895,14221100
2020-05-15,58.970001,59.830002,58.700001,59.459999,58.172440,17398000
2020-05-18,61.820000,63.779999,61.650002,63.380001,62.007557,22117500
2020-05-19,63.259998,63.869999,62.560001,62.570000,61.215099,12447700
2020-05-20,63.560001,64.349998,63.470001,63.740002,62.359764,8644000
2020-05-21,63.750000,64.400002,63.410000,63.889999,62.506512,7682300
2020-05-22,64.010002,64.059998,63.270000,63.840000,62.457600,7113000
2020-05-26,65.849998,67.029999,65.820000,66.519997,65.079567,14908000
2020-05-27,67.959999,68.790001,67.290001,68.739998,67.251488,21918500
2020-05-28,69.430000,69.650002,67.970001,68.089996,66.615562,17490200
